Month,Sector,Jurisdiction,Number_of_Agreements,Number_of_Employees,Duration_Months_Avg,First_Year_Pct_Adjustment_Avg,Annual_Pct_Adjustment_Avg,Extraction_Date
Public administration,2016,All Jurisdictions,51,186540,52.8,1.3,1.5,2025-10-21
Public administration,2016,Federal Jurisdiction,1,24500,48.0,1.8,1.4,2025-10-21
Public administration,2016,Provincial Jurisdiction,50,162040,53.6,1.2,1.5,2025-10-21
Public administration,2017,All Jurisdictions,57,267196,49.1,1.4,1.6,2025-10-21
Public administration,2017,Federal Jurisdiction,16,160430,48.0,1.3,1.4,2025-10-21
Public administration,2017,Provincial Jurisdiction,41,106766,50.8,1.6,1.9,2025-10-21
Public administration,2018,All Jurisdictions,47,164119,42.7,1.1,1.2,2025-10-21
Public administration,2018,Federal Jurisdiction,9,42040,48.0,1.2,1.7,2025-10-21
Public administration,2018,Provincial Jurisdiction,38,122079,40.9,1.1,1.1,2025-10-21
Public administration,2019,All Jurisdictions,58,150780,48.8,2.4,1.9,2025-10-21
Public administration,2019,Federal Jurisdiction,16,63670,48.0,2.7,2.0,2025-10-21
Public administration,2019,Provincial Jurisdiction,42,87110,49.4,2.2,1.8,2025-10-21
Public administration,2020,All Jurisdictions,33,207779,42.7,2.3,1.9,2025-10-21
Public administration,2020,Federal Jurisdiction,9,159190,39.8,2.6,2.1,2025-10-21
Public administration,2020,Provincial Jurisdiction,24,48589,52.3,1.2,1.4,2025-10-21
Public administration,2021,All Jurisdictions,36,158861,51.4,1.7,1.9,2025-10-21
Public administration,2021,Federal Jurisdiction,5,51142,57.6,1.8,2.4,2025-10-21
Public administration,2021,Provincial Jurisdiction,31,107719,48.4,1.7,1.7,2025-10-21
Public administration,2022,All Jurisdictions,27,132603,40.7,2.4,2.3,2025-10-21
Public administration,2022,Federal Jurisdiction,1,4500,48.0,3.5,2.8,2025-10-21
Public administration,2022,Provincial Jurisdiction,26,128103,40.5,2.3,2.3,2025-10-21
Public administration,2023,All Jurisdictions,35,263621,47.1,2.3,3.0,2025-10-21
Public administration,2023,Federal Jurisdiction,11,216948,48.0,2.2,3.0,2025-10-21
Public administration,2023,Provincial Jurisdiction,24,46673,42.7,2.9,2.8,2025-10-21
Public administration,2024,All Jurisdictions,30,126108,42.1,3.9,3.3,2025-10-21
Public administration,2024,Federal Jurisdiction,7,41571,37.0,4.5,3.7,2025-10-21
Public administration,2024,Provincial Jurisdiction,23,84537,44.6,3.6,3.1,2025-10-21
Public administration,2025,All Jurisdictions,8,32952,48.2,4.2,3.3,2025-10-21
Public administration,2025,Federal Jurisdiction,1,7670,48.0,4.7,3.7,2025-10-21
Public administration,2025,Provincial Jurisdiction,7,25282,48.3,4.0,3.2,2025-10-21
All sectors,2016,All Jurisdictions,292,1194600,48.5,0.9,1.4,2025-10-21
All sectors,2016,Federal Jurisdiction,25,120168,44.7,1.1,1.4,2025-10-21
All sectors,2016,Provincial Jurisdiction,267,1074432,48.9,0.8,1.4,2025-10-21
All sectors,2017,All Jurisdictions,224,868612,39.8,1.7,1.7,2025-10-21
All sectors,2017,Federal Jurisdiction,46,209018,47.4,1.4,1.6,2025-10-21
All sectors,2017,Provincial Jurisdiction,178,659594,37.3,1.8,1.8,2025-10-21
All sectors,2018,All Jurisdictions,226,761192,42.7,1.4,1.4,2025-10-21
All sectors,2018,Federal Jurisdiction,30,78120,47.9,1.8,2.0,2025-10-21
All sectors,2018,Provincial Jurisdiction,196,683072,42.1,1.3,1.3,2025-10-21
All sectors,2019,All Jurisdictions,269,684720,43.1,1.8,1.8,2025-10-21
All sectors,2019,Federal Jurisdiction,40,102942,49.6,2.5,2.1,2025-10-21
All sectors,2019,Provincial Jurisdiction,229,581778,41.9,1.7,1.8,2025-10-21
All sectors,2020,All Jurisdictions,182,809923,41.4,1.8,1.9,2025-10-21
All sectors,2020,Federal Jurisdiction,30,261483,44.3,2.4,2.2,2025-10-21
All sectors,2020,Provincial Jurisdiction,152,548440,40.0,1.6,1.8,2025-10-21
All sectors,2021,All Jurisdictions,179,1030411,42.8,1.8,1.9,2025-10-21
All sectors,2021,Federal Jurisdiction,26,119215,49.1,1.9,2.4,2025-10-21
All sectors,2021,Provincial Jurisdiction,153,911196,42.0,1.8,1.9,2025-10-21
All sectors,2022,All Jurisdictions,147,706936,42.5,2.8,2.7,2025-10-21
All sectors,2022,Federal Jurisdiction,24,45513,48.7,3.4,3.0,2025-10-21
All sectors,2022,Provincial Jurisdiction,123,661423,42.1,2.8,2.7,2025-10-21
All sectors,2023,All Jurisdictions,159,720010,42.9,3.7,3.4,2025-10-21
All sectors,2023,Federal Jurisdiction,36,263293,47.1,2.7,3.2,2025-10-21
All sectors,2023,Provincial Jurisdiction,123,456717,40.5,4.3,3.4,2025-10-21
All sectors,2024,All Jurisdictions,145,1115557,50.8,4.7,3.4,2025-10-21
All sectors,2024,Federal Jurisdiction,23,69202,35.6,4.5,3.6,2025-10-21
All sectors,2024,Provincial Jurisdiction,122,1046355,51.8,4.8,3.3,2025-10-21
All sectors,2025,All Jurisdictions,51,299241,47.6,5.8,3.9,2025-10-21
All sectors,2025,Federal Jurisdiction,9,17332,47.9,4.8,3.8,2025-10-21
All sectors,2025,Provincial Jurisdiction,42,281909,47.6,5.8,3.9,2025-10-21
Private sector,2016,All Jurisdictions,128,247565,45.4,1.5,1.5,2025-10-21
Private sector,2016,Federal Jurisdiction,15,27168,78.4,0.8,1.5,2025-10-21
Private sector,2016,Provincial Jurisdiction,113,220397,41.4,1.6,1.5,2025-10-21
Private sector,2017,All Jurisdictions,75,193038,44.9,2.6,2.0,2025-10-21
Private sector,2017,Federal Jurisdiction,23,40926,46.3,1.8,2.1,2025-10-21
Private sector,2017,Provincial Jurisdiction,52,152112,44.5,2.8,1.9,2025-10-21
Private sector,2018,All Jurisdictions,82,220436,47.4,2.3,1.9,2025-10-21
Private sector,2018,Federal Jurisdiction,16,29740,46.5,2.4,2.3,2025-10-21
Private sector,2018,Provincial Jurisdiction,66,190696,47.5,2.2,1.8,2025-10-21
Private sector,2019,All Jurisdictions,97,187467,43.2,2.0,2.1,2025-10-21
Private sector,2019,Federal Jurisdiction,16,25832,51.2,2.3,2.5,2025-10-21
Private sector,2019,Provincial Jurisdiction,81,161635,42.0,1.9,2.1,2025-10-21
Private sector,2020,All Jurisdictions,60,139261,47.0,2.0,1.7,2025-10-21
Private sector,2020,Federal Jurisdiction,17,39603,52.2,2.3,2.2,2025-10-21
Private sector,2020,Provincial Jurisdiction,43,99658,44.9,1.9,1.5,2025-10-21
Private sector,2021,All Jurisdictions,63,225105,48.6,2.0,2.0,2025-10-21
Private sector,2021,Federal Jurisdiction,16,20868,49.7,1.9,1.9,2025-10-21
Private sector,2021,Provincial Jurisdiction,47,204237,48.5,2.0,2.0,2025-10-21
Private sector,2022,All Jurisdictions,42,139126,45.1,4.2,3.6,2025-10-21
Private sector,2022,Federal Jurisdiction,17,34788,50.2,3.5,3.0,2025-10-21
Private sector,2022,Provincial Jurisdiction,25,104338,43.4,4.4,3.7,2025-10-21
Private sector,2023,All Jurisdictions,52,121682,41.6,6.5,4.3,2025-10-21
Private sector,2023,Federal Jurisdiction,22,43433,41.3,5.1,4.1,2025-10-21
Private sector,2023,Provincial Jurisdiction,30,78249,41.7,7.3,4.4,2025-10-21
Private sector,2024,All Jurisdictions,34,72914,40.7,4.2,3.5,2025-10-21
Private sector,2024,Federal Jurisdiction,13,21359,32.1,4.9,4.0,2025-10-21
Private sector,2024,Provincial Jurisdiction,21,51555,44.3,3.9,3.3,2025-10-21
Private sector,2025,All Jurisdictions,22,181228,48.2,7.2,4.3,2025-10-21
Private sector,2025,Federal Jurisdiction,7,8826,48.9,4.9,3.8,2025-10-21
Private sector,2025,Provincial Jurisdiction,15,172402,48.2,7.3,4.3,2025-10-21
Public sector,2016,All Jurisdictions,164,947035,49.2,0.7,1.3,2025-10-21
Public sector,2016,Federal Jurisdiction,10,93000,34.9,1.2,1.3,2025-10-21
Public sector,2016,Provincial Jurisdiction,154,854035,50.8,0.7,1.3,2025-10-21
Public sector,2017,All Jurisdictions,149,675574,38.3,1.4,1.7,2025-10-21
Public sector,2017,Federal Jurisdiction,23,168092,47.7,1.3,1.4,2025-10-21
Public sector,2017,Provincial Jurisdiction,126,507482,35.2,1.5,1.8,2025-10-21
Public sector,2018,All Jurisdictions,144,540756,40.7,1.0,1.2,2025-10-21
Public sector,2018,Federal Jurisdiction,14,48380,48.7,1.4,1.7,2025-10-21
Public sector,2018,Provincial Jurisdiction,130,492376,40.0,0.9,1.1,2025-10-21
Public sector,2019,All Jurisdictions,172,497253,43.0,1.7,1.7,2025-10-21
Public sector,2019,Federal Jurisdiction,24,77110,49.1,2.5,1.9,2025-10-21
Public sector,2019,Provincial Jurisdiction,148,420143,41.9,1.6,1.7,2025-10-21
Public sector,2020,All Jurisdictions,122,670662,40.2,1.8,2.0,2025-10-21
Public sector,2020,Federal Jurisdiction,13,221880,42.8,2.4,2.2,2025-10-21
Public sector,2020,Provincial Jurisdiction,109,448782,38.9,1.5,1.8,2025-10-21
Public sector,2021,All Jurisdictions,116,805306,41.2,1.8,1.9,2025-10-21
Public sector,2021,Federal Jurisdiction,10,98347,48.9,1.9,2.5,2025-10-21
Public sector,2021,Provincial Jurisdiction,106,706959,40.1,1.8,1.9,2025-10-21
Public sector,2022,All Jurisdictions,105,567810,41.9,2.5,2.5,2025-10-21
Public sector,2022,Federal Jurisdiction,7,10725,43.7,3.4,2.8,2025-10-21
Public sector,2022,Provincial Jurisdiction,98,557085,41.9,2.5,2.5,2025-10-21
Public sector,2023,All Jurisdictions,107,598328,43.2,3.1,3.2,2025-10-21
Public sector,2023,Federal Jurisdiction,14,219860,48.2,2.2,3.0,2025-10-21
Public sector,2023,Provincial Jurisdiction,93,378468,40.2,3.7,3.2,2025-10-21
Public sector,2024,All Jurisdictions,111,1042643,51.5,4.8,3.3,2025-10-21
Public sector,2024,Federal Jurisdiction,10,47843,37.1,4.4,3.5,2025-10-21
Public sector,2024,Provincial Jurisdiction,101,994800,52.2,4.8,3.3,2025-10-21
Public sector,2025,All Jurisdictions,29,118013,46.6,3.6,3.2,2025-10-21
Public sector,2025,Federal Jurisdiction,2,8506,46.8,4.7,3.7,2025-10-21
Public sector,2025,Provincial Jurisdiction,27,109507,46.6,3.6,3.2,2025-10-21
,Unnamed: 0_level_1,All Jurisdictions,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),
,Unnamed: 0_level_1,Federal Jurisdiction,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),
,Unnamed: 0_level_1,Provincial Jurisdiction,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),
All industries,August 2024,All Jurisdictions,5,21192,45.1,3.2,3.0,2025-10-21
All industries,August 2024,Federal Jurisdiction,1,652,36.0,4.0,3.3,2025-10-21
All industries,August 2024,Provincial Jurisdiction,4,20540,45.3,3.2,3.0,2025-10-21
All industries,September 2024,All Jurisdictions,5,14010,31.8,5.7,4.4,2025-10-21
All industries,September 2024,Federal Jurisdiction,1,550,48.0,5.0,4.2,2025-10-21
All industries,September 2024,Provincial Jurisdiction,4,13460,31.1,5.7,4.4,2025-10-21
All industries,October 2024,All Jurisdictions,8,45176,45.7,3.4,3.7,2025-10-21
All industries,October 2024,Federal Jurisdiction,2,1680,39.4,4.2,3.2,2025-10-21
All industries,October 2024,Provincial Jurisdiction,6,43496,45.9,3.4,3.7,2025-10-21
All industries,November 2024,All Jurisdictions,6,6894,38.1,3.7,3.4,2025-10-21
All industries,November 2024,Federal Jurisdiction,1,1020,48.0,4.8,3.1,2025-10-21
All industries,November 2024,Provincial Jurisdiction,5,5874,36.4,3.5,3.4,2025-10-21
All industries,December 2024,All Jurisdictions,15,125802,52.7,5.3,3.7,2025-10-21
All industries,December 2024,Federal Jurisdiction,4,9004,48.0,4.8,3.2,2025-10-21
All industries,December 2024,Provincial Jurisdiction,11,116798,53.0,5.4,3.7,2025-10-21
All industries,January 2025,All Jurisdictions,7,13702,57.6,5.3,3.3,2025-10-21
All industries,January 2025,Federal Jurisdiction,1,536,36.0,3.0,3.0,2025-10-21
All industries,January 2025,Provincial Jurisdiction,6,13166,58.5,5.4,3.3,2025-10-21
All industries,February 2025,All Jurisdictions,8,15157,45.3,4.7,3.6,2025-10-21
All industries,February 2025,Federal Jurisdiction,5,12727,46.7,5.0,3.8,2025-10-21
All industries,February 2025,Provincial Jurisdiction,3,2430,37.9,2.7,2.6,2025-10-21
All industries,March 2025,All Jurisdictions,6,22135,47.7,3.1,3.3,2025-10-21
All industries,March 2025,Provincial Jurisdiction,6,22135,47.7,3.1,3.3,2025-10-21
All industries,April 2025,All Jurisdictions,13,172748,46.9,6.3,4.6,2025-10-21
All industries,April 2025,Provincial Jurisdiction,13,172748,46.9,6.3,4.6,2025-10-21
All industries,May 2025,All Jurisdictions,9,25184,45.1,3.1,3.0,2025-10-21
All industries,May 2025,Provincial Jurisdiction,9,25184,45.1,3.1,3.0,2025-10-21
All industries,June 2025,All Jurisdictions,4,4657,53.6,3.6,3.4,2025-10-21
All industries,June 2025,Federal Jurisdiction,1,733,48.0,5.0,4.5,2025-10-21
All industries,June 2025,Provincial Jurisdiction,3,3924,54.7,3.3,3.2,2025-10-21
All industries,July 2025,All Jurisdictions,4,45658,48.4,7.4,2.1,2025-10-21
All industries,July 2025,Federal Jurisdiction,2,3336,54.0,4.0,3.4,2025-10-21
All industries,July 2025,Provincial Jurisdiction,2,42322,48.0,7.7,2.0,2025-10-21
Primary industries,January 2025,All Jurisdictions,1,536,36.0,3.0,3.0,2025-10-21
Primary industries,January 2025,Federal Jurisdiction,1,536,36.0,3.0,3.0,2025-10-21
Utilities,December 2024,All Jurisdictions,1,1151,24.0,4.0,3.7,2025-10-21
Utilities,December 2024,Provincial Jurisdiction,1,1151,24.0,4.0,3.7,2025-10-21
Utilities,January 2025,All Jurisdictions,1,980,36.0,2.8,3.5,2025-10-21
Utilities,January 2025,Provincial Jurisdiction,1,980,36.0,2.8,3.5,2025-10-21
Utilities,June 2025,All Jurisdictions,1,2300,60.0,3.0,3.5,2025-10-21
Utilities,June 2025,Provincial Jurisdiction,1,2300,60.0,3.0,3.5,2025-10-21
Construction,April 2025,All Jurisdictions,4,113531,48.0,7.6,5.3,2025-10-21
Construction,April 2025,Provincial Jurisdiction,4,113531,48.0,7.6,5.3,2025-10-21
Construction,May 2025,All Jurisdictions,3,9533,47.9,2.7,2.5,2025-10-21
Construction,May 2025,Provincial Jurisdiction,3,9533,47.9,2.7,2.5,2025-10-21
Construction,June 2025,All Jurisdictions,1,790,46.3,4.4,2.5,2025-10-21
Construction,June 2025,Provincial Jurisdiction,1,790,46.3,4.4,2.5,2025-10-21
Construction,July 2025,All Jurisdictions,1,39730,48.0,8.0,1.9,2025-10-21
Construction,July 2025,Provincial Jurisdiction,1,39730,48.0,8.0,1.9,2025-10-21
Manufacturing,September 2024,All Jurisdictions,1,2710,24.1,15.3,9.9,2025-10-21
Manufacturing,September 2024,Provincial Jurisdiction,1,2710,24.1,15.3,9.9,2025-10-21
Manufacturing,December 2024,All Jurisdictions,1,1400,60.0,8.0,4.5,2025-10-21
Manufacturing,December 2024,Provincial Jurisdiction,1,1400,60.0,8.0,4.5,2025-10-21
Manufacturing,January 2025,All Jurisdictions,1,2400,72.0,4.0,3.2,2025-10-21
Manufacturing,January 2025,Provincial Jurisdiction,1,2400,72.0,4.0,3.2,2025-10-21
Wholesale and retail trade,January 2025,All Jurisdictions,1,4947,72.0,6.0,3.3,2025-10-21
Wholesale and retail trade,January 2025,Provincial Jurisdiction,1,4947,72.0,6.0,3.3,2025-10-21
Wholesale and retail trade,April 2025,All Jurisdictions,1,878,60.0,6.7,3.9,2025-10-21
Wholesale and retail trade,April 2025,Provincial Jurisdiction,1,878,60.0,6.7,3.9,2025-10-21
Transportation,August 2024,All Jurisdictions,1,652,36.0,4.0,3.3,2025-10-21
Transportation,August 2024,Federal Jurisdiction,1,652,36.0,4.0,3.3,2025-10-21
Transportation,September 2024,All Jurisdictions,1,550,48.0,5.0,4.2,2025-10-21
Transportation,September 2024,Federal Jurisdiction,1,550,48.0,5.0,4.2,2025-10-21
Transportation,October 2024,All Jurisdictions,1,600,24.0,3.2,3.1,2025-10-21
Transportation,October 2024,Federal Jurisdiction,1,600,24.0,3.2,3.1,2025-10-21
Transportation,December 2024,All Jurisdictions,3,4394,48.0,4.0,3.1,2025-10-21
Transportation,December 2024,Federal Jurisdiction,2,2594,48.0,4.7,3.2,2025-10-21
Transportation,December 2024,Provincial Jurisdiction,1,1800,48.0,3.0,3.0,2025-10-21
Transportation,February 2025,All Jurisdictions,4,5057,44.9,5.5,4.0,2025-10-21
Transportation,February 2025,Federal Jurisdiction,4,5057,44.9,5.5,4.0,2025-10-21
Transportation,March 2025,All Jurisdictions,1,3400,36.0,3.0,3.2,2025-10-21
Transportation,March 2025,Provincial Jurisdiction,1,3400,36.0,3.0,3.2,2025-10-21
Transportation,June 2025,All Jurisdictions,1,733,48.0,5.0,4.5,2025-10-21
Transportation,June 2025,Federal Jurisdiction,1,733,48.0,5.0,4.5,2025-10-21
Transportation,July 2025,All Jurisdictions,1,2592,47.4,3.0,3.0,2025-10-21
Transportation,July 2025,Provincial Jurisdiction,1,2592,47.4,3.0,3.0,2025-10-21
Information and culture,July 2025,All Jurisdictions,1,2500,60.0,4.0,3.4,2025-10-21
Information and culture,July 2025,Federal Jurisdiction,1,2500,60.0,4.0,3.4,2025-10-21
Finance and professional services,August 2024,All Jurisdictions,1,2240,36.0,7.7,2.5,2025-10-21
Finance and professional services,August 2024,Provincial Jurisdiction,1,2240,36.0,7.7,2.5,2025-10-21
Finance and professional services,September 2024,All Jurisdictions,2,5750,30.1,3.2,2.9,2025-10-21
Finance and professional services,September 2024,Provincial Jurisdiction,2,5750,30.1,3.2,2.9,2025-10-21
Finance and professional services,November 2024,All Jurisdictions,1,1020,48.0,4.8,3.1,2025-10-21
Finance and professional services,November 2024,Federal Jurisdiction,1,1020,48.0,4.8,3.1,2025-10-21
Finance and professional services,December 2024,All Jurisdictions,1,6295,72.0,0.0,3.6,2025-10-21
Finance and professional services,December 2024,Provincial Jurisdiction,1,6295,72.0,0.0,3.6,2025-10-21
Finance and professional services,May 2025,All Jurisdictions,1,1550,36.0,4.2,4.6,2025-10-21
Finance and professional services,May 2025,Provincial Jurisdiction,1,1550,36.0,4.2,4.6,2025-10-21
Finance and professional services,July 2025,All Jurisdictions,1,836,36.0,4.0,3.5,2025-10-21
Finance and professional services,July 2025,Federal Jurisdiction,1,836,36.0,4.0,3.5,2025-10-21
"Education, health, and social services",August 2024,All Jurisdictions,2,17550,46.9,2.6,3.1,2025-10-21
"Education, health, and social services",August 2024,Provincial Jurisdiction,2,17550,46.9,2.6,3.1,2025-10-21
"Education, health, and social services",September 2024,All Jurisdictions,1,5000,36.0,3.5,3.0,2025-10-21
"Education, health, and social services",September 2024,Provincial Jurisdiction,1,5000,36.0,3.5,3.0,2025-10-21
"Education, health, and social services",October 2024,All Jurisdictions,4,36396,47.8,3.0,3.8,2025-10-21
"Education, health, and social services",October 2024,Provincial Jurisdiction,4,36396,47.8,3.0,3.8,2025-10-21
"Education, health, and social services",November 2024,All Jurisdictions,2,1547,30.2,4.3,3.8,2025-10-21
"Education, health, and social services",November 2024,Provincial Jurisdiction,2,1547,30.2,4.3,3.8,2025-10-21
"Education, health, and social services",December 2024,All Jurisdictions,4,99443,54.2,5.8,3.6,2025-10-21
"Education, health, and social services",December 2024,Provincial Jurisdiction,4,99443,54.2,5.8,3.6,2025-10-21
"Education, health, and social services",January 2025,All Jurisdictions,1,587,36.0,3.0,3.0,2025-10-21
"Education, health, and social services",January 2025,Provincial Jurisdiction,1,587,36.0,3.0,3.0,2025-10-21
"Education, health, and social services",February 2025,All Jurisdictions,3,2430,37.9,2.7,2.6,2025-10-21
"Education, health, and social services",February 2025,Provincial Jurisdiction,3,2430,37.9,2.7,2.6,2025-10-21
"Education, health, and social services",March 2025,All Jurisdictions,4,10495,51.2,2.6,3.0,2025-10-21
"Education, health, and social services",March 2025,Provincial Jurisdiction,4,10495,51.2,2.6,3.0,2025-10-21
"Education, health, and social services",April 2025,All Jurisdictions,6,51020,43.6,3.4,3.2,2025-10-21
"Education, health, and social services",April 2025,Provincial Jurisdiction,6,51020,43.6,3.4,3.2,2025-10-21
"Education, health, and social services",May 2025,All Jurisdictions,2,7024,46.4,2.9,2.9,2025-10-21
"Education, health, and social services",May 2025,Provincial Jurisdiction,2,7024,46.4,2.9,2.9,2025-10-21
"Education, health, and social services",June 2025,All Jurisdictions,1,834,48.0,3.0,3.0,2025-10-21
"Education, health, and social services",June 2025,Provincial Jurisdiction,1,834,48.0,3.0,3.0,2025-10-21
Entertainment and hospitality,August 2024,All Jurisdictions,1,750,36.0,5.0,3.7,2025-10-21
Entertainment and hospitality,August 2024,Provincial Jurisdiction,1,750,36.0,5.0,3.7,2025-10-21
Entertainment and hospitality,December 2024,All Jurisdictions,1,561,24.0,10.0,6.9,2025-10-21
Entertainment and hospitality,December 2024,Provincial Jurisdiction,1,561,24.0,10.0,6.9,2025-10-21
Entertainment and hospitality,April 2025,All Jurisdictions,1,1606,24.0,10.8,10.2,2025-10-21
Entertainment and hospitality,April 2025,Provincial Jurisdiction,1,1606,24.0,10.8,10.2,2025-10-21
Public administration,October 2024,All Jurisdictions,3,8180,37.6,5.4,3.4,2025-10-21
Public administration,October 2024,Federal Jurisdiction,1,1080,48.0,4.7,3.2,2025-10-21
Public administration,October 2024,Provincial Jurisdiction,2,7100,36.0,5.5,3.4,2025-10-21
Public administration,November 2024,All Jurisdictions,3,4327,38.6,3.3,3.3,2025-10-21
Public administration,November 2024,Provincial Jurisdiction,3,4327,38.6,3.3,3.3,2025-10-21
Public administration,December 2024,All Jurisdictions,4,12558,35.3,4.5,3.8,2025-10-21
Public administration,December 2024,Federal Jurisdiction,2,6410,48.0,4.8,3.2,2025-10-21
Public administration,December 2024,Provincial Jurisdiction,2,6148,22.2,4.1,4.4,2025-10-21
Public administration,January 2025,All Jurisdictions,2,4252,43.6,6.5,3.4,2025-10-21
Public administration,January 2025,Provincial Jurisdiction,2,4252,43.6,6.5,3.4,2025-10-21
Public administration,February 2025,All Jurisdictions,1,7670,48.0,4.7,3.7,2025-10-21
Public administration,February 2025,Federal Jurisdiction,1,7670,48.0,4.7,3.7,2025-10-21
Public administration,March 2025,All Jurisdictions,1,8240,48.0,3.9,3.7,2025-10-21
Public administration,March 2025,Provincial Jurisdiction,1,8240,48.0,3.9,3.7,2025-10-21
Public administration,April 2025,All Jurisdictions,1,5713,60.0,2.8,2.5,2025-10-21
Public administration,April 2025,Provincial Jurisdiction,1,5713,60.0,2.8,2.5,2025-10-21
Public administration,May 2025,All Jurisdictions,3,7077,42.1,3.5,3.3,2025-10-21
Public administration,May 2025,Provincial Jurisdiction,3,7077,42.1,3.5,3.3,2025-10-21
All sectors,August 2024,All Jurisdictions,5,21192,45.1,3.2,3.0,2025-10-21
All sectors,August 2024,Federal Jurisdiction,1,652,36.0,4.0,3.3,2025-10-21
All sectors,August 2024,Provincial Jurisdiction,4,20540,45.3,3.2,3.0,2025-10-21
All sectors,September 2024,All Jurisdictions,5,14010,31.8,5.7,4.4,2025-10-21
All sectors,September 2024,Federal Jurisdiction,1,550,48.0,5.0,4.2,2025-10-21
All sectors,September 2024,Provincial Jurisdiction,4,13460,31.1,5.7,4.4,2025-10-21
All sectors,October 2024,All Jurisdictions,8,45176,45.7,3.4,3.7,2025-10-21
All sectors,October 2024,Federal Jurisdiction,2,1680,39.4,4.2,3.2,2025-10-21
All sectors,October 2024,Provincial Jurisdiction,6,43496,45.9,3.4,3.7,2025-10-21
All sectors,November 2024,All Jurisdictions,6,6894,38.1,3.7,3.4,2025-10-21
All sectors,November 2024,Federal Jurisdiction,1,1020,48.0,4.8,3.1,2025-10-21
All sectors,November 2024,Provincial Jurisdiction,5,5874,36.4,3.5,3.4,2025-10-21
All sectors,December 2024,All Jurisdictions,15,125802,52.7,5.3,3.7,2025-10-21
All sectors,December 2024,Federal Jurisdiction,4,9004,48.0,4.8,3.2,2025-10-21
All sectors,December 2024,Provincial Jurisdiction,11,116798,53.0,5.4,3.7,2025-10-21
All sectors,January 2025,All Jurisdictions,7,13702,57.6,5.3,3.3,2025-10-21
All sectors,January 2025,Federal Jurisdiction,1,536,36.0,3.0,3.0,2025-10-21
All sectors,January 2025,Provincial Jurisdiction,6,13166,58.5,5.4,3.3,2025-10-21
All sectors,February 2025,All Jurisdictions,8,15157,45.3,4.7,3.6,2025-10-21
All sectors,February 2025,Federal Jurisdiction,5,12727,46.7,5.0,3.8,2025-10-21
All sectors,February 2025,Provincial Jurisdiction,3,2430,37.9,2.7,2.6,2025-10-21
All sectors,March 2025,All Jurisdictions,6,22135,47.7,3.1,3.3,2025-10-21
All sectors,March 2025,Provincial Jurisdiction,6,22135,47.7,3.1,3.3,2025-10-21
All sectors,April 2025,All Jurisdictions,13,172748,46.9,6.3,4.6,2025-10-21
All sectors,April 2025,Provincial Jurisdiction,13,172748,46.9,6.3,4.6,2025-10-21
All sectors,May 2025,All Jurisdictions,9,25184,45.1,3.1,3.0,2025-10-21
All sectors,May 2025,Provincial Jurisdiction,9,25184,45.1,3.1,3.0,2025-10-21
All sectors,June 2025,All Jurisdictions,4,4657,53.6,3.6,3.4,2025-10-21
All sectors,June 2025,Federal Jurisdiction,1,733,48.0,5.0,4.5,2025-10-21
All sectors,June 2025,Provincial Jurisdiction,3,3924,54.7,3.3,3.2,2025-10-21
All sectors,July 2025,All Jurisdictions,4,45658,48.4,7.4,2.1,2025-10-21
All sectors,July 2025,Federal Jurisdiction,2,3336,54.0,4.0,3.4,2025-10-21
All sectors,July 2025,Provincial Jurisdiction,2,42322,48.0,7.7,2.0,2025-10-21
Private sector,August 2024,All Jurisdictions,2,2990,36.0,7.0,2.8,2025-10-21
Private sector,August 2024,Provincial Jurisdiction,2,2990,36.0,7.0,2.8,2025-10-21
Private sector,September 2024,All Jurisdictions,4,9010,29.4,6.9,5.1,2025-10-21
Private sector,September 2024,Federal Jurisdiction,1,550,48.0,5.0,4.2,2025-10-21
Private sector,September 2024,Provincial Jurisdiction,3,8460,28.2,7.1,5.2,2025-10-21
Private sector,October 2024,All Jurisdictions,2,7296,46.0,3.5,3.1,2025-10-21
Private sector,October 2024,Federal Jurisdiction,1,600,24.0,3.2,3.1,2025-10-21
Private sector,October 2024,Provincial Jurisdiction,1,6696,48.0,3.5,3.1,2025-10-21
Private sector,December 2024,All Jurisdictions,7,13801,57.2,2.8,3.7,2025-10-21
Private sector,December 2024,Federal Jurisdiction,2,2594,48.0,4.7,3.2,2025-10-21
Private sector,December 2024,Provincial Jurisdiction,5,11207,59.3,2.4,3.8,2025-10-21
Private sector,January 2025,All Jurisdictions,3,3916,58.0,3.6,3.2,2025-10-21
Private sector,January 2025,Federal Jurisdiction,1,536,36.0,3.0,3.0,2025-10-21
Private sector,January 2025,Provincial Jurisdiction,2,3380,61.5,3.6,3.3,2025-10-21
Private sector,February 2025,All Jurisdictions,4,5057,44.9,5.5,4.0,2025-10-21
Private sector,February 2025,Federal Jurisdiction,4,5057,44.9,5.5,4.0,2025-10-21
Private sector,March 2025,All Jurisdictions,1,1404,72.0,0.0,1.8,2025-10-21
Private sector,March 2025,Provincial Jurisdiction,1,1404,72.0,0.0,1.8,2025-10-21
Private sector,April 2025,All Jurisdictions,6,116015,47.8,7.7,5.3,2025-10-21
Private sector,April 2025,Provincial Jurisdiction,6,116015,47.8,7.7,5.3,2025-10-21
