Month,Industry,Sector_Type,Number_of_Agreements,Number_of_Employees,Duration_Months_Avg,First_Year_Pct_Adjustment_Avg,Annual_Pct_Adjustment_Avg,Extraction_Date
Multi-provinces,Q4 2024,All Sectors,1,1800,48.0,3.0,3.0,2025-10-21
Multi-provinces,Q4 2024,Private Sector,1,1800,48.0,3.0,3.0,2025-10-21
,Unnamed: 0_level_1,All Sectors,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),
,Unnamed: 0_level_1,Private Sector,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),
,Unnamed: 0_level_1,Public Sector,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),
August 2024,All jurisdictions,All Sectors,5,21192,45.1,3.2,3.0,2025-10-21
August 2024,All jurisdictions,Private Sector,2,2990,36.0,7.0,2.8,2025-10-21
August 2024,All jurisdictions,Public Sector,3,18202,46.5,2.6,3.1,2025-10-21
August 2024,Federal jurisdiction,All Sectors,1,652,36.0,4.0,3.3,2025-10-21
August 2024,Federal jurisdiction,Public Sector,1,652,36.0,4.0,3.3,2025-10-21
August 2024,Ontario,All Sectors,1,1550,36.0,3.1,2.9,2025-10-21
August 2024,Ontario,Public Sector,1,1550,36.0,3.1,2.9,2025-10-21
August 2024,Manitoba,All Sectors,1,16000,48.0,2.5,3.1,2025-10-21
August 2024,Manitoba,Public Sector,1,16000,48.0,2.5,3.1,2025-10-21
August 2024,Alberta,All Sectors,1,750,36.0,5.0,3.7,2025-10-21
August 2024,Alberta,Private Sector,1,750,36.0,5.0,3.7,2025-10-21
August 2024,Multi-provinces,All Sectors,1,2240,36.0,7.7,2.5,2025-10-21
August 2024,Multi-provinces,Private Sector,1,2240,36.0,7.7,2.5,2025-10-21
September 2024,All jurisdictions,All Sectors,5,14010,31.8,5.7,4.4,2025-10-21
September 2024,All jurisdictions,Private Sector,4,9010,29.4,6.9,5.1,2025-10-21
September 2024,All jurisdictions,Public Sector,1,5000,36.0,3.5,3.0,2025-10-21
September 2024,Federal jurisdiction,All Sectors,1,550,48.0,5.0,4.2,2025-10-21
September 2024,Federal jurisdiction,Private Sector,1,550,48.0,5.0,4.2,2025-10-21
September 2024,Ontario,All Sectors,4,13460,31.1,5.7,4.4,2025-10-21
September 2024,Ontario,Private Sector,3,8460,28.2,7.1,5.2,2025-10-21
September 2024,Ontario,Public Sector,1,5000,36.0,3.5,3.0,2025-10-21
October 2024,All jurisdictions,All Sectors,8,45176,45.7,3.4,3.7,2025-10-21
October 2024,All jurisdictions,Private Sector,2,7296,46.0,3.5,3.1,2025-10-21
October 2024,All jurisdictions,Public Sector,6,37880,45.6,3.4,3.8,2025-10-21
October 2024,Federal jurisdiction,All Sectors,2,1680,39.4,4.2,3.2,2025-10-21
October 2024,Federal jurisdiction,Private Sector,1,600,24.0,3.2,3.1,2025-10-21
October 2024,Federal jurisdiction,Public Sector,1,1080,48.0,4.7,3.2,2025-10-21
October 2024,Ontario,All Sectors,2,10700,47.5,3.4,2.8,2025-10-21
October 2024,Ontario,Public Sector,2,10700,47.5,3.4,2.8,2025-10-21
October 2024,Manitoba,All Sectors,2,25696,48.0,2.8,4.2,2025-10-21
October 2024,Manitoba,Private Sector,1,6696,48.0,3.5,3.1,2025-10-21
October 2024,Manitoba,Public Sector,1,19000,48.0,2.5,4.6,2025-10-21
October 2024,Alberta,All Sectors,1,1100,36.0,3.0,3.0,2025-10-21
October 2024,Alberta,Public Sector,1,1100,36.0,3.0,3.0,2025-10-21
October 2024,All territories,All Sectors,1,6000,36.0,6.0,3.5,2025-10-21
October 2024,All territories,Public Sector,1,6000,36.0,6.0,3.5,2025-10-21
November 2024,All jurisdictions,All Sectors,6,6894,38.1,3.7,3.4,2025-10-21
November 2024,All jurisdictions,Public Sector,6,6894,38.1,3.7,3.4,2025-10-21
November 2024,Federal jurisdiction,All Sectors,1,1020,48.0,4.8,3.1,2025-10-21
November 2024,Federal jurisdiction,Public Sector,1,1020,48.0,4.8,3.1,2025-10-21
November 2024,Ontario,All Sectors,3,2747,32.7,3.7,3.4,2025-10-21
November 2024,Ontario,Public Sector,3,2747,32.7,3.7,3.4,2025-10-21
November 2024,Alberta,All Sectors,2,3127,39.6,3.4,3.4,2025-10-21
November 2024,Alberta,Public Sector,2,3127,39.6,3.4,3.4,2025-10-21
December 2024,All jurisdictions,All Sectors,15,125802,52.7,5.3,3.7,2025-10-21
December 2024,All jurisdictions,Private Sector,7,13801,57.2,2.8,3.7,2025-10-21
December 2024,All jurisdictions,Public Sector,8,112001,52.1,5.7,3.7,2025-10-21
December 2024,Federal jurisdiction,All Sectors,4,9004,48.0,4.8,3.2,2025-10-21
December 2024,Federal jurisdiction,Private Sector,2,2594,48.0,4.7,3.2,2025-10-21
December 2024,Federal jurisdiction,Public Sector,2,6410,48.0,4.8,3.2,2025-10-21
December 2024,Nova Scotia,All Sectors,2,16870,24.0,5.1,4.1,2025-10-21
December 2024,Nova Scotia,Public Sector,2,16870,24.0,5.1,4.1,2025-10-21
December 2024,Quebec,All Sectors,4,89929,60.6,5.6,3.6,2025-10-21
December 2024,Quebec,Private Sector,3,8256,66.7,2.0,4.0,2025-10-21
December 2024,Quebec,Public Sector,1,81673,60.0,6.0,3.6,2025-10-21
December 2024,Ontario,All Sectors,1,4840,12.0,5.0,5.0,2025-10-21
December 2024,Ontario,Public Sector,1,4840,12.0,5.0,5.0,2025-10-21
December 2024,Alberta,All Sectors,3,3359,57.2,1.7,2.6,2025-10-21
December 2024,Alberta,Private Sector,1,1151,24.0,4.0,3.7,2025-10-21
December 2024,Alberta,Public Sector,2,2208,74.5,0.6,2.0,2025-10-21
December 2024,Multi-provinces,All Sectors,1,1800,48.0,3.0,3.0,2025-10-21
December 2024,Multi-provinces,Private Sector,1,1800,48.0,3.0,3.0,2025-10-21
January 2025,All jurisdictions,All Sectors,7,13702,57.6,5.3,3.3,2025-10-21
January 2025,All jurisdictions,Private Sector,3,3916,58.0,3.6,3.2,2025-10-21
January 2025,All jurisdictions,Public Sector,4,9786,57.5,6.1,3.3,2025-10-21
January 2025,Federal jurisdiction,All Sectors,1,536,36.0,3.0,3.0,2025-10-21
January 2025,Federal jurisdiction,Private Sector,1,536,36.0,3.0,3.0,2025-10-21
January 2025,Quebec,All Sectors,1,4947,72.0,6.0,3.3,2025-10-21
January 2025,Quebec,Public Sector,1,4947,72.0,6.0,3.3,2025-10-21
January 2025,Ontario,All Sectors,2,1927,52.7,5.7,3.6,2025-10-21
January 2025,Ontario,Public Sector,2,1927,52.7,5.7,3.6,2025-10-21
January 2025,Alberta,All Sectors,2,3892,36.0,5.4,3.2,2025-10-21
January 2025,Alberta,Private Sector,1,980,36.0,2.8,3.5,2025-10-21
January 2025,Alberta,Public Sector,1,2912,36.0,6.3,3.2,2025-10-21
January 2025,British Columbia,All Sectors,1,2400,72.0,4.0,3.2,2025-10-21
January 2025,British Columbia,Private Sector,1,2400,72.0,4.0,3.2,2025-10-21
February 2025,All jurisdictions,All Sectors,8,15157,45.3,4.7,3.6,2025-10-21
February 2025,All jurisdictions,Private Sector,4,5057,44.9,5.5,4.0,2025-10-21
February 2025,All jurisdictions,Public Sector,4,10100,45.6,4.3,3.4,2025-10-21
February 2025,Federal jurisdiction,All Sectors,5,12727,46.7,5.0,3.8,2025-10-21
February 2025,Federal jurisdiction,Private Sector,4,5057,44.9,5.5,4.0,2025-10-21
February 2025,Federal jurisdiction,Public Sector,1,7670,48.0,4.7,3.7,2025-10-21
February 2025,Quebec,All Sectors,1,566,60.0,2.8,2.6,2025-10-21
February 2025,Quebec,Public Sector,1,566,60.0,2.8,2.6,2025-10-21
February 2025,Ontario,All Sectors,1,1300,24.0,2.5,2.5,2025-10-21
February 2025,Ontario,Public Sector,1,1300,24.0,2.5,2.5,2025-10-21
February 2025,Alberta,All Sectors,1,564,48.0,3.0,3.0,2025-10-21
February 2025,Alberta,Public Sector,1,564,48.0,3.0,3.0,2025-10-21
March 2025,All jurisdictions,All Sectors,6,22135,47.7,3.1,3.3,2025-10-21
March 2025,All jurisdictions,Private Sector,1,1404,72.0,0.0,1.8,2025-10-21
March 2025,All jurisdictions,Public Sector,5,20731,46.0,3.4,3.4,2025-10-21
March 2025,Ontario,All Sectors,1,8240,48.0,3.9,3.7,2025-10-21
March 2025,Ontario,Public Sector,1,8240,48.0,3.9,3.7,2025-10-21
March 2025,Manitoba,All Sectors,2,8300,48.0,2.9,3.1,2025-10-21
March 2025,Manitoba,Public Sector,2,8300,48.0,2.9,3.1,2025-10-21
March 2025,Alberta,All Sectors,3,5595,46.7,2.2,2.9,2025-10-21
March 2025,Alberta,Private Sector,1,1404,72.0,0.0,1.8,2025-10-21
March 2025,Alberta,Public Sector,2,4191,38.3,3.0,3.3,2025-10-21
April 2025,All jurisdictions,All Sectors,13,172748,46.9,6.3,4.6,2025-10-21
April 2025,All jurisdictions,Private Sector,6,116015,47.8,7.7,5.3,2025-10-21
April 2025,All jurisdictions,Public Sector,7,56733,45.3,3.4,3.1,2025-10-21
April 2025,Nova Scotia,All Sectors,1,1180,24.0,5.6,3.8,2025-10-21
April 2025,Nova Scotia,Public Sector,1,1180,24.0,5.6,3.8,2025-10-21
April 2025,Quebec,All Sectors,5,111801,48.7,7.7,5.3,2025-10-21
April 2025,Quebec,Private Sector,4,106088,48.1,8.0,5.5,2025-10-21
April 2025,Quebec,Public Sector,1,5713,60.0,2.8,2.5,2025-10-21
April 2025,Ontario,All Sectors,3,5111,32.2,6.7,7.0,2025-10-21
April 2025,Ontario,Private Sector,1,1606,24.0,10.8,10.2,2025-10-21
April 2025,Ontario,Public Sector,2,3505,36.0,4.8,5.5,2025-10-21
April 2025,Saskatchewan,All Sectors,1,12800,36.0,4.0,3.0,2025-10-21
April 2025,Saskatchewan,Public Sector,1,12800,36.0,4.0,3.0,2025-10-21
April 2025,Alberta,All Sectors,3,41856,48.0,3.0,2.9,2025-10-21
April 2025,Alberta,Private Sector,1,8321,47.9,3.0,2.5,2025-10-21
April 2025,Alberta,Public Sector,2,33535,48.0,3.0,3.0,2025-10-21
May 2025,All jurisdictions,All Sectors,9,25184,45.1,3.1,3.0,2025-10-21
May 2025,All jurisdictions,Private Sector,4,11083,46.3,2.9,2.8,2025-10-21
May 2025,All jurisdictions,Public Sector,5,14101,44.2,3.2,3.1,2025-10-21
May 2025,Quebec,All Sectors,2,1847,60.0,5.5,4.2,2025-10-21
May 2025,Quebec,Public Sector,2,1847,60.0,5.5,4.2,2025-10-21
May 2025,Ontario,All Sectors,1,910,36.0,2.5,2.5,2025-10-21
May 2025,Ontario,Public Sector,1,910,36.0,2.5,2.5,2025-10-21
May 2025,Alberta,All Sectors,5,20877,44.9,2.8,2.8,2025-10-21
May 2025,Alberta,Private Sector,3,9533,47.9,2.7,2.5,2025-10-21
May 2025,Alberta,Public Sector,2,11344,42.3,2.9,3.0,2025-10-21
May 2025,British Columbia,All Sectors,1,1550,36.0,4.2,4.6,2025-10-21
May 2025,British Columbia,Private Sector,1,1550,36.0,4.2,4.6,2025-10-21
June 2025,All jurisdictions,All Sectors,4,4657,53.6,3.6,3.4,2025-10-21
June 2025,All jurisdictions,Private Sector,2,1523,47.1,4.7,3.5,2025-10-21
June 2025,All jurisdictions,Public Sector,2,3134,56.8,3.0,3.4,2025-10-21
June 2025,Federal jurisdiction,All Sectors,1,733,48.0,5.0,4.5,2025-10-21
June 2025,Federal jurisdiction,Private Sector,1,733,48.0,5.0,4.5,2025-10-21
June 2025,Quebec,All Sectors,1,2300,60.0,3.0,3.5,2025-10-21
June 2025,Quebec,Public Sector,1,2300,60.0,3.0,3.5,2025-10-21
June 2025,Alberta,All Sectors,2,1624,47.2,3.7,2.8,2025-10-21
June 2025,Alberta,Private Sector,1,790,46.3,4.4,2.5,2025-10-21
June 2025,Alberta,Public Sector,1,834,48.0,3.0,3.0,2025-10-21
July 2025,All jurisdictions,All Sectors,4,45658,48.4,7.4,2.1,2025-10-21
July 2025,All jurisdictions,Private Sector,2,42230,48.7,7.8,2.0,2025-10-21
July 2025,All jurisdictions,Public Sector,2,3428,44.6,3.2,3.2,2025-10-21
July 2025,Federal jurisdiction,All Sectors,2,3336,54.0,4.0,3.4,2025-10-21
July 2025,Federal jurisdiction,Private Sector,1,2500,60.0,4.0,3.4,2025-10-21
July 2025,Federal jurisdiction,Public Sector,1,836,36.0,4.0,3.5,2025-10-21
July 2025,Quebec,All Sectors,1,39730,48.0,8.0,1.9,2025-10-21
July 2025,Quebec,Private Sector,1,39730,48.0,8.0,1.9,2025-10-21
July 2025,Alberta,All Sectors,1,2592,47.4,3.0,3.0,2025-10-21
July 2025,Alberta,Public Sector,1,2592,47.4,3.0,3.0,2025-10-21
Q32022,All jurisdictions,All Sectors,46,207945,47.3,2.1,1.9,2025-10-21
Q32022,All jurisdictions,Private Sector,17,54160,51.9,4.7,3.4,2025-10-21
Q32022,All jurisdictions,Public Sector,29,153785,45.6,1.1,1.4,2025-10-21
Q32022,Federal jurisdiction,All Sectors,13,30144,49.2,3.5,3.0,2025-10-21
Q32022,Federal jurisdiction,Private Sector,8,24579,51.0,3.6,3.1,2025-10-21
Q32022,Federal jurisdiction,Public Sector,5,5565,41.0,3.3,2.7,2025-10-21
Q32022,Nova Scotia,All Sectors,1,3500,36.0,1.5,2.2,2025-10-21
Q32022,Nova Scotia,Public Sector,1,3500,36.0,1.5,2.2,2025-10-21
Q32022,Quebec,All Sectors,5,45230,46.4,2.1,2.2,2025-10-21
Q32022,Quebec,Private Sector,2,16630,60.0,2.4,2.3,2025-10-21
Q32022,Quebec,Public Sector,3,28600,38.5,1.9,2.1,2025-10-21
Q32022,Ontario,All Sectors,8,29313,39.8,3.0,1.9,2025-10-21
Q32022,Ontario,Private Sector,4,6940,47.8,8.9,4.8,2025-10-21
Q32022,Ontario,Public Sector,4,22373,37.3,1.2,1.1,2025-10-21
Q32022,Manitoba,All Sectors,5,29680,59.4,1.8,1.4,2025-10-21
Q32022,Manitoba,Public Sector,5,29680,59.4,1.8,1.4,2025-10-21
Q32022,Alberta,All Sectors,11,65589,45.8,1.0,1.3,2025-10-21
Q32022,Alberta,Private Sector,1,3000,31.9,18.3,8.2,2025-10-21
Q32022,Alberta,Public Sector,10,62589,46.5,0.2,0.9,2025-10-21
Q32022,British Columbia,All Sectors,2,2489,45.7,3.3,3.6,2025-10-21
Q32022,British Columbia,Private Sector,1,1011,60.0,2.0,2.0,2025-10-21
Q32022,British Columbia,Public Sector,1,1478,36.0,4.2,4.6,2025-10-21
Q32022,Multi-provinces,All Sectors,1,2000,36.0,5.3,4.3,2025-10-21
Q32022,Multi-provinces,Private Sector,1,2000,36.0,5.3,4.3,2025-10-21
Q42022,All jurisdictions,All Sectors,44,246342,39.3,3.9,3.6,2025-10-21
Q42022,All jurisdictions,Private Sector,9,15408,46.9,4.6,3.7,2025-10-21
Q42022,All jurisdictions,Public Sector,35,230934,38.8,3.8,3.6,2025-10-21
Q42022,Federal jurisdiction,All Sectors,6,9188,48.8,3.3,2.7,2025-10-21
Q42022,Federal jurisdiction,Private Sector,5,4688,49.5,3.0,2.7,2025-10-21
Q42022,Federal jurisdiction,Public Sector,1,4500,48.0,3.5,2.8,2025-10-21
Q42022,Newfoundland and Labrador,All Sectors,2,2200,48.0,4.1,1.8,2025-10-21
Q42022,Newfoundland and Labrador,Public Sector,2,2200,48.0,4.1,1.8,2025-10-21
Q42022,Nova Scotia,All Sectors,2,2104,43.9,1.3,4.6,2025-10-21
Q42022,Nova Scotia,Public Sector,2,2104,43.9,1.3,4.6,2025-10-21
Q42022,Quebec,All Sectors,6,12469,59.9,2.9,2.5,2025-10-21
Q42022,Quebec,Private Sector,2,2560,43.9,6.5,4.2,2025-10-21
Q42022,Quebec,Public Sector,4,9909,64.1,2.0,2.1,2025-10-21
Q42022,Ontario,All Sectors,11,133244,37.4,4.3,3.9,2025-10-21
Q42022,Ontario,Private Sector,1,7370,48.0,4.1,3.9,2025-10-21
Q42022,Ontario,Public Sector,10,125874,36.8,4.3,3.9,2025-10-21
Q42022,Manitoba,All Sectors,1,4600,48.0,1.7,2.6,2025-10-21
Q42022,Manitoba,Public Sector,1,4600,48.0,1.7,2.6,2025-10-21
Q42022,Saskatchewan,All Sectors,1,2000,48.0,0.0,0.7,2025-10-21
Q42022,Saskatchewan,Public Sector,1,2000,48.0,0.0,0.7,2025-10-21
Q42022,Alberta,All Sectors,12,17755,41.3,1.5,1.4,2025-10-21
Q42022,Alberta,Private Sector,1,790,30.1,12.5,6.7,2025-10-21
Q42022,Alberta,Public Sector,11,16965,41.8,0.9,1.2,2025-10-21
Q42022,British Columbia,All Sectors,3,62782,36.0,4.2,3.9,2025-10-21
Q42022,British Columbia,Public Sector,3,62782,36.0,4.2,3.9,2025-10-21
Q12023,All jurisdictions,All Sectors,30,61655,42.6,3.8,3.4,2025-10-21
Q12023,All jurisdictions,Private Sector,10,26380,37.8,4.8,4.0,2025-10-21
Q12023,All jurisdictions,Public Sector,20,35275,46.2,3.0,3.0,2025-10-21
Q12023,Federal jurisdiction,All Sectors,5,11340,55.9,1.3,2.6,2025-10-21
Q12023,Federal jurisdiction,Private Sector,4,9390,55.0,1.0,2.5,2025-10-21
Q12023,Federal jurisdiction,Public Sector,1,1950,60.0,2.8,2.9,2025-10-21
Q12023,Newfoundland and Labrador,All Sectors,1,1330,60.0,0.0,2.4,2025-10-21
Q12023,Newfoundland and Labrador,Public Sector,1,1330,60.0,0.0,2.4,2025-10-21
Q12023,Nova Scotia,All Sectors,1,1000,36.0,1.5,2.2,2025-10-21
Q12023,Nova Scotia,Public Sector,1,1000,36.0,1.5,2.2,2025-10-21
Q12023,Quebec,All Sectors,2,2201,56.1,7.7,3.9,2025-10-21
Q12023,Quebec,Public Sector,2,2201,56.1,7.7,3.9,2025-10-21
Q12023,Ontario,All Sectors,6,8041,48.5,2.4,2.4,2025-10-21
Q12023,Ontario,Private Sector,2,1246,36.0,4.7,4.1,2025-10-21
Q12023,Ontario,Public Sector,4,6795,50.8,2.0,2.1,2025-10-21
Q12023,Manitoba,All Sectors,1,2600,83.7,0.0,0.9,2025-10-21
Q12023,Manitoba,Public Sector,1,2600,83.7,0.0,0.9,2025-10-21
Q12023,Saskatchewan,All Sectors,1,750,48.0,3.5,2.9,2025-10-21
Q12023,Saskatchewan,Private Sector,1,750,48.0,3.5,2.9,2025-10-21
Q12023,Alberta,All Sectors,6,19688,29.6,5.7,4.2,2025-10-21
Q12023,Alberta,Private Sector,3,14994,26.7,7.3,5.0,2025-10-21
Q12023,Alberta,Public Sector,3,4694,38.8,0.8,1.6,2025-10-21
Q12023,British Columbia,All Sectors,7,14705,36.0,4.5,4.3,2025-10-21
Q12023,British Columbia,Public Sector,7,14705,36.0,4.5,4.3,2025-10-21
Q22023,All jurisdictions,All Sectors,51,308518,42.4,2.6,3.0,2025-10-21
Q22023,All jurisdictions,Private Sector,18,34841,30.4,6.8,4.9,2025-10-21
Q22023,All jurisdictions,Public Sector,33,273677,43.9,2.0,2.8,2025-10-21
Q22023,Federal jurisdiction,All Sectors,15,189076,46.2,2.5,3.2,2025-10-21
Q22023,Federal jurisdiction,Private Sector,9,18021,29.8,7.4,4.5,2025-10-21
Q22023,Federal jurisdiction,Public Sector,6,171055,48.0,2.0,3.0,2025-10-21
Q22023,Prince Edward Island,All Sectors,1,2600,36.0,3.0,3.4,2025-10-21
Q22023,Prince Edward Island,Public Sector,1,2600,36.0,3.0,3.4,2025-10-21
Q22023,Nova Scotia,All Sectors,1,1180,44.0,1.5,1.8,2025-10-21
Q22023,Nova Scotia,Public Sector,1,1180,44.0,1.5,1.8,2025-10-21
Q22023,Quebec,All Sectors,3,9371,46.4,2.5,2.0,2025-10-21
Q22023,Quebec,Private Sector,1,1554,69.8,4.2,2.0,2025-10-21
Q22023,Quebec,Public Sector,2,7817,41.8,2.2,1.9,2025-10-21
Q22023,Ontario,All Sectors,10,74425,35.5,2.2,2.5,2025-10-21
Q22023,Ontario,Private Sector,2,1764,42.8,4.1,3.1,2025-10-21
Q22023,Ontario,Public Sector,8,72661,35.4,2.1,2.5,2025-10-21
Q22023,Manitoba,All Sectors,1,1300,36.3,3.0,3.5,2025-10-21
Q22023,Manitoba,Private Sector,1,1300,36.3,3.0,3.5,2025-10-21
Q22023,Alberta,All Sectors,16,21092,36.0,4.1,3.9,2025-10-21
Q22023,Alberta,Private Sector,4,9202,24.0,8.4,7.3,2025-10-21
Q22023,Alberta,Public Sector,12,11890,45.2,0.7,1.2,2025-10-21
Q22023,British Columbia,All Sectors,2,2400,36.0,3.1,4.2,2025-10-21
Q22023,British Columbia,Public Sector,2,2400,36.0,3.1,4.2,2025-10-21
Q22023,All territories,All Sectors,1,4074,36.0,4.5,3.5,2025-10-21
Q22023,All territories,Public Sector,1,4074,36.0,4.5,3.5,2025-10-21
Q22023,Multi-provinces,All Sectors,1,3000,24.0,3.2,3.1,2025-10-21
Q22023,Multi-provinces,Private Sector,1,3000,24.0,3.2,3.1,2025-10-21
Q32023,All jurisdictions,All Sectors,46,169307,37.5,5.4,4.3,2025-10-21
Q32023,All jurisdictions,Private Sector,14,24965,43.1,6.5,4.5,2025-10-21
Q32023,All jurisdictions,Public Sector,32,144342,36.5,5.2,4.2,2025-10-21
Q32023,Federal jurisdiction,All Sectors,12,36336,46.5,3.0,3.7,2025-10-21
Q32023,Federal jurisdiction,Private Sector,8,15341,45.7,4.8,4.6,2025-10-21
Q32023,Federal jurisdiction,Public Sector,4,20995,47.0,1.7,3.0,2025-10-21
Q32023,Newfoundland and Labrador,All Sectors,2,6550,48.0,2.0,3.8,2025-10-21
Q32023,Newfoundland and Labrador,Public Sector,2,6550,48.0,2.0,3.8,2025-10-21
Q32023,Nova Scotia,All Sectors,1,1000,36.0,3.0,2.7,2025-10-21
Q32023,Nova Scotia,Public Sector,1,1000,36.0,3.0,2.7,2025-10-21
Q32023,New Brunswick,All Sectors,1,8000,60.0,2.0,3.0,2025-10-21
Q32023,New Brunswick,Public Sector,1,8000,60.0,2.0,3.0,2025-10-21
Q32023,Quebec,All Sectors,3,2965,47.9,4.7,4.3,2025-10-21
Q32023,Quebec,Private Sector,1,515,60.0,6.5,3.9,2025-10-21
Q32023,Quebec,Public Sector,2,2450,45.3,4.3,4.4,2025-10-21
Q32023,Ontario,All Sectors,11,88992,27.7,7.6,5.1,2025-10-21
Q32023,Ontario,Private Sector,2,6975,36.1,9.2,5.0,2025-10-21
Q32023,Ontario,Public Sector,9,82017,26.9,7.4,5.1,2025-10-21
Q32023,Manitoba,All Sectors,3,9800,62.2,1.7,2.3,2025-10-21
Q32023,Manitoba,Public Sector,3,9800,62.2,1.7,2.3,2025-10-21
Q32023,Saskatchewan,All Sectors,1,1400,48.0,0.0,1.9,2025-10-21
Q32023,Saskatchewan,Public Sector,1,1400,48.0,0.0,1.9,2025-10-21
Q32023,Alberta,All Sectors,7,8564,40.1,4.6,2.3,2025-10-21
Q32023,Alberta,Private Sector,3,2134,43.4,9.5,2.3,2025-10-21
Q32023,Alberta,Public Sector,4,6430,39.0,3.0,2.3,2025-10-21
Q32023,British Columbia,All Sectors,5,5700,36.2,4.7,4.2,2025-10-21
Q32023,British Columbia,Public Sector,5,5700,36.2,4.7,4.2,2025-10-21
Q42023,All jurisdictions,All Sectors,32,180530,48.9,4.0,3.0,2025-10-21
Q42023,All jurisdictions,Private Sector,10,35496,54.2,7.4,3.7,2025-10-21
Q42023,All jurisdictions,Public Sector,22,145034,47.6,3.1,2.9,2025-10-21
Q42023,Federal jurisdiction,All Sectors,4,26541,50.5,3.8,3.3,2025-10-21
Q42023,Federal jurisdiction,Private Sector,1,681,60.0,5.0,4.0,2025-10-21
Q42023,Federal jurisdiction,Public Sector,3,25860,50.2,3.8,3.2,2025-10-21
Q42023,Newfoundland and Labrador,All Sectors,1,6500,48.0,2.0,2.5,2025-10-21
Q42023,Newfoundland and Labrador,Public Sector,1,6500,48.0,2.0,2.5,2025-10-21
Q42023,Quebec,All Sectors,2,2225,66.6,10.0,3.4,2025-10-21
Q42023,Quebec,Public Sector,2,2225,66.6,10.0,3.4,2025-10-21
Q42023,Ontario,All Sectors,13,120978,45.9,4.4,3.3,2025-10-21
Q42023,Ontario,Private Sector,6,23779,44.4,9.4,4.7,2025-10-21
Q42023,Ontario,Public Sector,7,97199,46.3,3.1,3.0,2025-10-21
Q42023,Manitoba,All Sectors,3,11096,74.7,3.0,1.9,2025-10-21
Q42023,Manitoba,Private Sector,2,9696,78.6,3.4,1.8,2025-10-21
Q42023,Manitoba,Public Sector,1,1400,48.1,0.0,3.0,2025-10-21
Q42023,Saskatchewan,All Sectors,1,1040,36.0,5.1,3.5,2025-10-21
Q42023,Saskatchewan,Public Sector,1,1040,36.0,5.1,3.5,2025-10-21
Q42023,Alberta,All Sectors,7,11450,50.9,0.5,1.2,2025-10-21
Q42023,Alberta,Private Sector,1,1340,48.0,0.0,0.8,2025-10-21
Q42023,Alberta,Public Sector,6,10110,51.3,0.6,1.2,2025-10-21
Q42023,British Columbia,All Sectors,1,700,36.0,5.0,4.3,2025-10-21
Q42023,British Columbia,Public Sector,1,700,36.0,5.0,4.3,2025-10-21
Q12024,All jurisdictions,All Sectors,33,188927,45.9,3.0,2.6,2025-10-21
Q12024,All jurisdictions,Private Sector,8,21291,42.5,2.6,2.4,2025-10-21
Q12024,All jurisdictions,Public Sector,25,167636,46.3,3.1,2.6,2025-10-21
Q12024,Federal jurisdiction,All Sectors,6,14181,44.7,4.6,2.7,2025-10-21
Q12024,Federal jurisdiction,Private Sector,3,3500,50.4,4.9,3.3,2025-10-21
Q12024,Federal jurisdiction,Public Sector,3,10681,42.8,4.5,2.6,2025-10-21
Q12024,Newfoundland and Labrador,All Sectors,1,750,48.0,2.0,2.0,2025-10-21
Q12024,Newfoundland and Labrador,Public Sector,1,750,48.0,2.0,2.0,2025-10-21
Q12024,Quebec,All Sectors,1,2017,36.0,4.8,3.7,2025-10-21
Q12024,Quebec,Public Sector,1,2017,36.0,4.8,3.7,2025-10-21
Q12024,Ontario,All Sectors,10,109113,45.7,3.8,3.0,2025-10-21
Q12024,Ontario,Private Sector,2,3522,28.5,4.8,3.6,2025-10-21
Q12024,Ontario,Public Sector,8,105591,46.2,3.7,3.0,2025-10-21
Q12024,Manitoba,All Sectors,2,22500,47.8,2.5,2.8,2025-10-21
Q12024,Manitoba,Public Sector,2,22500,47.8,2.5,2.8,2025-10-21
Q12024,Saskatchewan,All Sectors,1,520,36.0,3.0,2.7,2025-10-21
Q12024,Saskatchewan,Public Sector,1,520,36.0,3.0,2.7,2025-10-21
Q12024,Alberta,All Sectors,11,39342,46.6,0.6,1.2,2025-10-21
Q12024,Alberta,Private Sector,3,14269,44.0,1.5,1.8,2025-10-21
Q12024,Alberta,Public Sector,8,25073,48.0,0.0,0.9,2025-10-21
Q12024,British Columbia,All Sectors,1,504,36.0,3.2,4.0,2025-10-21
Q12024,British Columbia,Public Sector,1,504,36.0,3.2,4.0,2025-10-21
Q22024,All jurisdictions,All Sectors,56,653329,53.5,5.3,3.5,2025-10-21
Q22024,All jurisdictions,Private Sector,9,17020,28.5,4.9,4.2,2025-10-21
Q22024,All jurisdictions,Public Sector,47,636309,54.2,5.3,3.5,2025-10-21
Q22024,Federal jurisdiction,All Sectors,6,32460,23.5,4.1,4.1,2025-10-21
Q22024,Federal jurisdiction,Private Sector,5,13460,22.7,4.2,4.2,2025-10-21
Q22024,Federal jurisdiction,Public Sector,1,19000,24.0,4.0,4.0,2025-10-21
Q22024,Newfoundland and Labrador,All Sectors,1,500,36.0,5.1,3.6,2025-10-21
